Account_Length,Area_Code,Phone_Number,International_Plan,Voice_Mail_Plan,Voice_Mail_Messages,Total_Day_Minutes,Total_Day_Calls,Total_Day_Charge,Total_Evening_Minutes,Total_Evening_Calls,Total_Evening_Charge,Total_Night_Minutes,Total_Night_Calls,Total_Night_Charge,Total_International_Minutes,Total_International_Calls,Total_International_Charge,Customer_Service_Calls,Churn,Total_Minutes,Total_Calls,Total_Charges,Avg_Call_Duration,Customer_Service_Category
94,510,3798805,no,no,0,190.6,108,32.4,152.3,95,12.95,144.7,97,6.51,7.5,5,2.03,1,False,495.09999999999997,305,53.88999999999999,1.62327868852459,Low
179,510,3482150,no,no,0,116.1,101,19.74,201.8,99,17.15,181.9,103,8.19,11.6,5,3.13,0,False,511.4,308,48.21,1.6603896103896103,Low
116,415,4179128,no,no,0,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,2,False,592.8,265,65.02,2.2369811320754716,Low
59,510,3514226,no,no,0,179.4,80,30.5,232.5,99,19.76,175.8,105,7.91,14.7,3,3.97,0,False,602.4,287,62.14,2.0989547038327525,Low
165,415,3306630,no,no,0,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0,False,434.9,297,53.900000000000006,1.4643097643097642,Low
133,408,3879137,no,no,0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2,True,635.8,362,75.28999999999999,1.7563535911602208,Low
140,415,3723987,no,no,0,125.3,84,21.3,167.6,121,14.25,260.6,94,11.73,8.4,4,2.27,1,False,561.9,303,49.55,1.8544554455445543,Low
93,408,4085183,no,yes,32,138.1,91,23.48,167.3,72,14.22,238.9,115,10.75,6.8,3,1.84,2,False,551.1,281,50.290000000000006,1.9612099644128114,Low
52,510,4129357,no,yes,38,169.3,88,28.78,225.9,97,19.2,172.0,86,7.74,8.2,3,2.21,0,False,575.4000000000001,274,57.93000000000001,2.1000000000000005,Low
64,415,4023599,no,yes,27,201.3,101,34.22,143.8,89,12.22,150.2,127,6.76,12.3,3,3.32,1,False,507.6,320,56.519999999999996,1.5862500000000002,Low
12,510,3795211,yes,no,0,216.7,117,36.84,116.5,126,9.9,220.0,110,9.9,9.8,4,2.65,2,False,563.0,357,59.29,1.57703081232493,Low
48,415,4059217,no,no,0,190.4,92,32.37,317.5,85,26.99,133.4,113,6.0,8.3,4,2.24,2,False,649.5999999999999,294,67.6,2.2095238095238092,Low
181,408,3409200,no,no,0,143.3,91,24.36,195.5,58,16.62,223.3,95,10.05,6.0,7,1.62,1,False,568.1,251,52.650000000000006,2.2633466135458167,Low
168,415,3399026,no,yes,42,97.4,57,16.56,203.6,98,17.31,173.9,124,7.83,11.4,2,3.08,2,False,486.29999999999995,281,44.779999999999994,1.7306049822064056,Low
155,415,3434772,no,no,0,181.4,111,30.84,167.7,92,14.25,168.5,122,7.58,11.3,3,3.05,3,False,528.9000000000001,328,55.72,1.6125000000000003,Low
105,510,3452108,no,no,0,246.4,83,41.89,256.2,101,21.78,169.0,151,7.61,3.8,4,1.03,0,False,675.4000000000001,339,72.31,1.9923303834808261,Low
11,415,4014650,no,no,0,143.4,130,24.38,289.4,50,24.6,194.0,100,8.73,9.7,6,2.62,2,False,636.5,286,60.33,2.2255244755244754,Low
182,415,4003945,no,no,0,104.9,111,17.83,198.5,120,16.87,258.2,91,11.62,8.0,5,2.16,2,False,569.5999999999999,327,48.48,1.7418960244648316,Low
104,415,3383781,no,no,0,156.2,93,26.55,193.0,54,16.41,222.7,94,10.02,13.1,5,3.54,1,False,585.0,246,56.519999999999996,2.3780487804878048,Low
102,415,3426316,no,no,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12.0,4,3.24,0,False,513.0,356,43.41,1.4410112359550562,Low
122,415,3365920,no,no,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,0,False,663.5999999999999,309,69.83,2.14757281553398,Low
41,415,3321060,no,no,0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1,False,499.0,338,48.43,1.4763313609467457,Low
132,415,4183426,no,no,0,176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,2,False,606.2,336,61.18,1.8041666666666667,Low
76,415,4086326,no,no,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1,True,675.6999999999999,323,75.12,2.0919504643962847,Low
13,415,3346142,no,no,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1,False,522.9,265,50.309999999999995,1.9732075471698112,Low
115,415,3366128,no,yes,33,145.0,72,24.65,194.5,157,16.53,242.3,138,10.9,14.2,3,3.83,2,False,596.0,370,55.91,1.6108108108108108,Low
67,408,4066708,no,no,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,False,454.2,243,50.010000000000005,1.8691358024691358,Low
154,510,3888670,no,no,0,166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,0,False,518.4,290,52.0,1.7875862068965516,Low
100,510,3635853,no,no,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2,False,468.1,300,48.46,1.5603333333333333,Low
146,510,3836544,yes,no,0,133.0,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1,False,621.3,289,57.61000000000001,2.149826989619377,Low
148,415,3782940,no,yes,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,False,812.3,317,82.30999999999999,2.5624605678233436,Low
67,415,3387683,no,yes,28,95.0,94,16.15,291.2,73,24.75,159.6,114,7.18,10.0,2,2.7,2,False,555.8,283,50.78,1.9639575971731447,Low
161,510,3292786,yes,no,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1,True,711.4,341,69.16,2.0862170087976537,Low
70,415,3699465,no,no,0,222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,0.0,0,0.0,1,False,662.2,349,66.29,1.8974212034383955,Low
116,510,3373769,no,no,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0,False,675.9,312,68.62,2.166346153846154,Low
99,415,4006257,no,yes,42,216.0,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2,True,673.1,333,68.67999999999999,2.0213213213213215,Low
87,415,4116663,no,no,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1,False,490.90000000000003,285,48.44,1.7224561403508774,Low
87,510,3843101,no,no,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1,False,589.5,274,63.660000000000004,2.1514598540145986,Low
70,408,3395329,no,no,0,198.6,111,33.76,213.9,115,18.18,171.2,105,7.7,10.6,6,2.86,2,False,594.3,337,62.5,1.763501483679525,Low
131,408,3889944,no,no,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,False,502.3,298,45.959999999999994,1.6855704697986578,Low
119,510,4031769,no,no,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10.0,1,2.7,2,False,577.2,299,60.65,1.9304347826086958,Low
119,408,3901612,no,yes,32,142.6,77,24.24,208.2,126,17.7,171.0,102,7.69,12.0,2,3.24,3,False,533.8,307,52.87,1.7387622149837132,Low
87,510,4217214,yes,no,0,134.2,80,22.81,165.0,71,14.03,173.1,102,7.79,10.7,5,2.89,0,False,483.0,258,47.519999999999996,1.872093023255814,Low
112,415,3386962,no,no,0,111.9,92,19.02,114.0,143,9.69,146.8,79,6.61,14.1,3,3.81,5,True,386.8,317,39.13,1.2201892744479497,High
75,415,3339826,no,no,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2,False,606.2,286,53.49,2.1195804195804198,Low
150,510,4118549,no,no,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4,False,658.1,304,64.17999999999999,2.1648026315789473,Low
161,510,3819234,no,yes,38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,0,False,664.4000000000001,332,71.64,2.001204819277109,Low
91,510,3879855,yes,yes,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0,False,527.5,376,44.99,1.4029255319148937,Low
124,415,3716990,no,no,0,158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,3,False,559.3,293,55.73,1.9088737201365187,Low
94,510,4173046,yes,no,0,243.2,109,41.34,147.0,88,12.5,94.9,99,4.27,7.2,4,1.94,4,False,492.29999999999995,300,60.05,1.6409999999999998,Low
217,408,3857082,no,no,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4,False,651.1000000000001,353,59.8,1.844475920679887,Low
158,510,3655886,no,no,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0,False,702.8,317,70.37,2.217034700315457,Low
102,415,3735196,no,no,0,144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,0,False,635.6,281,58.910000000000004,2.2619217081850533,Low
85,510,3276194,no,no,0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,0,False,611.7,329,64.92999999999999,1.8592705167173253,Low
79,510,3814565,no,no,0,147.0,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1,False,564.3,290,52.28,1.945862068965517,Low
139,510,3579832,no,yes,25,96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,2,False,470.1,276,43.23,1.7032608695652174,Low
103,415,3964845,no,no,0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,0,False,667.5,301,72.44,2.2176079734219267,Low
98,415,3786772,yes,no,0,12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1,False,446.20000000000005,254,33.63999999999999,1.756692913385827,Low
78,408,3534296,no,no,0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2,False,605.4000000000001,305,57.49999999999999,1.9849180327868856,Low
50,408,3628331,no,no,0,183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1,False,453.5,327,47.66,1.3868501529051989,Low
161,415,3624685,no,no,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,False,470.70000000000005,275,51.22,1.7116363636363638,Low
67,408,3831431,no,no,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7.0,3,1.89,0,False,508.5,345,53.540000000000006,1.4739130434782608,Low
86,415,3322258,no,yes,38,123.0,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1,False,408.4,384,42.099999999999994,1.0635416666666666,Low
92,510,3758304,no,no,0,208.0,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,0,False,491.9,304,58.029999999999994,1.6180921052631578,Low
174,415,3405580,no,no,0,239.2,72,40.66,188.5,124,16.02,105.6,116,4.75,8.8,3,2.38,1,False,542.1,315,63.809999999999995,1.720952380952381,Low
124,510,3621490,no,no,0,193.0,97,32.81,89.8,99,7.63,172.8,104,7.78,15.3,3,4.13,1,False,470.90000000000003,303,52.35000000000001,1.5541254125412542,Low
132,415,3364281,no,yes,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,False,603.2,291,61.11,2.072852233676976,Low
190,415,3611315,no,yes,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,False,447.6,265,42.790000000000006,1.689056603773585,Low
101,510,3425906,no,no,0,93.8,127,15.95,150.0,104,12.75,241.1,116,10.85,10.7,2,2.89,1,False,495.6,349,42.44,1.420057306590258,Low
185,415,4057904,yes,yes,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2,False,544.0999999999999,328,51.4,1.6588414634146338,Low
68,415,3494762,no,yes,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0,False,621.0,263,68.26,2.3612167300380227,Low
117,510,3853263,no,yes,25,216.0,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0,False,719.8,325,71.02,2.214769230769231,Low
118,408,4059496,no,no,0,187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1,False,610.8000000000001,289,60.76,2.1134948096885817,Low
124,415,3966775,no,no,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0,False,520.5,382,55.99,1.362565445026178,Low
22,510,3936475,no,no,0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1,False,583.9,315,57.870000000000005,1.8536507936507935,Low
75,415,3797779,no,no,0,143.2,92,24.34,209.1,142,17.77,173.0,96,7.79,11.9,9,3.21,1,False,537.1999999999999,339,53.11,1.5846607669616517,Low
134,408,4088650,no,no,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1,False,629.9,393,64.75,1.602798982188295,Low
164,408,4003497,no,yes,25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1,False,435.00000000000006,253,56.24,1.7193675889328066,Low
44,510,4079244,no,no,0,143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1,False,536.4000000000001,272,50.529999999999994,1.972058823529412,Low
177,415,4068809,no,no,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2,False,632.7,287,67.4,2.204529616724739,Low
110,408,3581778,no,no,0,162.0,81,27.54,247.5,89,21.04,155.5,99,7.0,8.9,8,2.4,0,False,573.9,277,57.98,2.071841155234657,Low
53,415,3374339,no,yes,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,False,467.0,286,33.970000000000006,1.632867132867133,Low
108,415,3447197,no,no,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,True,528.3,288,51.010000000000005,1.8343749999999999,Low
80,408,3337631,no,no,0,322.3,113,54.79,222.0,95,18.87,162.8,123,7.33,6.7,8,1.81,0,True,713.8,339,82.8,2.1056047197640115,Low
158,408,3726623,no,no,0,209.9,112,35.68,221.3,82,18.81,210.0,93,9.45,8.2,3,2.21,1,False,649.4000000000001,290,66.14999999999999,2.2393103448275866,Low
114,415,3632602,no,no,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0.0,0,0.0,0,False,587.0,284,57.36,2.066901408450704,Low
64,408,3877757,no,yes,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,False,744.4,342,80.65,2.176608187134503,Low
88,415,3975381,no,no,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,False,614.9,266,65.92999999999999,2.3116541353383457,Low
82,510,4064604,yes,no,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,False,610.0,280,64.89,2.1785714285714284,Low
111,415,3769513,no,no,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3,False,643.6,315,71.88,2.043174603174603,Low
60,408,3601852,no,no,0,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2,False,596.0999999999999,322,70.05,1.8512422360248444,Low
113,408,4217270,no,no,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,False,632.7,308,56.44,2.0542207792207794,Low
109,408,3719482,no,no,0,217.0,115,36.89,207.0,142,17.6,268.0,106,12.06,8.2,4,2.21,1,False,700.2,367,68.76,1.9079019073569483,Low
105,510,3374101,no,yes,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0,False,579.5,255,50.629999999999995,2.272549019607843,Low
85,510,4202796,no,no,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59,2,False,573.7,323,62.629999999999995,1.7761609907120743,Low
131,510,3664225,no,no,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,False,526.6999999999999,253,53.160000000000004,2.0818181818181816,Low
59,510,3984567,no,no,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10.0,3,2.7,2,False,538.8000000000001,293,56.85,1.8389078498293518,Low
148,408,3884571,no,no,0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1,False,530.2,300,55.96,1.7673333333333334,Low
210,408,3608666,no,no,0,104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76,2,False,515.7,267,43.730000000000004,1.9314606741573035,Low
115,415,3333704,no,no,0,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0,False,641.3,296,67.49,2.1665540540540538,Low
106,510,3832566,no,no,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6.0,3,1.62,1,False,639.8,267,72.39,2.3962546816479398,Low
93,415,4065584,no,no,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,False,610.4,325,52.95,1.878153846153846,Low
57,415,3444691,no,yes,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13.0,2,3.51,1,False,767.7,326,81.38,2.3549079754601228,Low
98,510,3479737,no,no,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1,False,569.7,348,58.010000000000005,1.6370689655172415,Low
157,415,3337961,no,no,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3,False,595.8,297,68.45000000000002,2.006060606060606,Low
116,415,3642439,no,yes,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,False,696.0,297,69.15,2.3434343434343434,Low
30,510,4118043,no,no,0,162.3,96,27.59,244.0,122,20.74,180.1,89,8.1,9.1,4,2.46,2,False,595.5,311,58.89,1.914790996784566,Low
111,510,3325084,no,no,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,True,503.9,270,51.27,1.8662962962962961,Low
52,415,4134831,no,no,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,False,596.8,297,58.51,2.0094276094276093,Low
72,415,3434806,no,no,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,False,600.5,302,64.18,1.9884105960264902,Low
135,510,4018735,no,yes,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,True,615.5999999999999,352,65.64,1.748863636363636,Low
86,510,3918626,no,no,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3,False,638.7,339,62.019999999999996,1.884070796460177,Low
98,415,3275817,no,yes,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,False,546.2,269,57.51,2.030483271375465,Low
151,510,3814712,no,no,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,False,535.1,313,58.1,1.7095846645367412,Low
118,415,3353320,no,no,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,False,543.3,328,51.260000000000005,1.65640243902439,Low
117,415,4158780,no,no,0,144.6,115,24.58,258.8,66,22.0,253.2,113,11.39,7.4,9,2.0,2,False,664.0,303,59.97,2.1914191419141913,Low
55,510,3621146,no,no,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,False,572.7,292,57.980000000000004,1.961301369863014,Low
82,408,3527413,no,no,0,101.0,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,False,574.3,292,47.69,1.966780821917808,Low
152,415,3876716,no,no,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1,False,553.4000000000001,305,64.79,1.814426229508197,Low
108,408,3521127,no,yes,15,165.1,85,28.07,267.0,93,22.7,250.7,114,11.28,10.9,4,2.94,1,False,693.7,296,64.99,2.3435810810810813,Low
98,408,3681288,no,no,0,165.0,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,True,552.4000000000001,343,56.4,1.6104956268221577,Low
130,415,4035279,no,no,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,False,686.5999999999999,298,63.25999999999999,2.3040268456375834,Low
136,408,3979333,yes,no,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,False,576.6,348,62.089999999999996,1.656896551724138,Low
47,415,4117353,no,no,0,155.3,116,26.4,188.2,85,16.0,247.0,73,11.12,12.3,4,3.32,3,False,602.8,278,56.839999999999996,2.168345323741007,Low
189,415,3832537,no,no,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,False,635.4,354,66.64,1.7949152542372881,Low
107,415,3304419,no,no,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1,False,481.8,347,50.550000000000004,1.388472622478386,Low
91,415,3907930,no,no,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,True,574.3000000000001,371,54.519999999999996,1.547978436657682,High
159,415,3625111,no,no,0,189.1,105,32.15,246.1,147,20.92,242.0,106,10.89,10.4,5,2.81,1,True,687.5999999999999,363,66.77000000000001,1.8942148760330575,Low
11,408,3586796,no,yes,24,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10.0,3,2.7,2,False,655.4,299,57.400000000000006,2.191973244147157,Low
167,415,4097494,no,no,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,False,648.7,320,61.940000000000005,2.0271875,Low
111,408,4001636,no,no,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,False,507.40000000000003,284,48.42,1.7866197183098593,Low
99,408,3892747,no,yes,19,87.7,103,14.91,223.0,86,18.96,182.3,112,8.2,7.3,4,1.97,2,False,500.3,305,44.040000000000006,1.640327868852459,Low
159,415,4152176,no,yes,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,False,621.1,253,62.54,2.454940711462451,Low
114,415,3778067,yes,yes,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,False,527.3,297,57.28,1.7754208754208753,Low
71,415,3627835,no,no,0,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9.0,2,2.43,2,False,415.6,282,39.18,1.473758865248227,Low
122,415,3615225,no,no,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,False,480.2,211,36.09,2.275829383886256,Low
100,408,3333447,no,yes,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13.0,5,3.51,1,False,590.8,320,65.99,1.84625,Low
83,415,3413044,no,yes,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,False,480.5,316,42.519999999999996,1.5205696202531647,Low
64,408,3507306,no,no,0,148.1,73,25.18,164.9,101,14.02,216.0,125,9.72,12.3,2,3.32,5,True,541.3,301,52.24,1.7983388704318934,High
105,408,3538849,no,no,0,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9.0,3,2.43,1,False,588.6999999999999,316,64.53999999999999,1.8629746835443035,Low
144,415,4023476,no,yes,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2,False,670.5999999999999,305,72.27000000000001,2.1986885245901635,Low
106,415,3386018,yes,yes,26,270.3,111,45.95,215.2,90,18.29,254.0,133,11.43,14.4,7,3.89,1,True,753.9,341,79.56,2.210850439882698,Low
19,510,4093520,no,yes,34,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1,False,653.0,330,60.47,1.9787878787878788,Low
46,408,3571085,no,no,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,False,549.8000000000001,277,54.17,1.984837545126354,Low
127,510,3533285,no,no,0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,2,False,593.0,348,64.36999999999999,1.7040229885057472,Low
9,415,4099885,no,yes,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,False,583.0999999999999,343,62.05,1.6999999999999997,Low
157,415,3887701,no,no,0,196.0,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1,False,614.0999999999999,257,62.45,2.389494163424124,Low
105,415,3858184,no,no,0,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6,True,499.5,272,46.58,1.8363970588235294,High
105,415,3452863,no,yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10.0,5,2.7,0,False,710.9,323,67.68,2.2009287925696595,Low
155,408,3536300,no,no,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,False,507.1,262,58.120000000000005,1.935496183206107,Low
31,415,3895649,no,no,0,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0,False,498.1,328,51.84,1.5185975609756097,Low
161,415,3788137,no,no,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4.0,5,1.08,1,False,599.7,277,55.61,2.164981949458484,Low
95,408,3404627,no,yes,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0,False,632.3,267,70.21,2.3681647940074906,Low
122,415,3526833,no,no,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,False,486.7,304,49.45,1.600986842105263,Low
37,415,4202000,yes,no,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,False,499.40000000000003,286,43.849999999999994,1.7461538461538462,Low
132,415,3685437,no,no,0,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13,5,True,495.30000000000007,323,54.19,1.5334365325077401,High
119,408,4188170,no,yes,24,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,0,False,506.5,235,58.03,2.15531914893617,Low
16,408,4039417,no,no,0,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1,False,485.20000000000005,280,56.92,1.732857142857143,Low
99,408,3306165,no,no,0,95.4,105,16.22,207.2,101,17.61,136.0,117,6.12,5.6,5,1.51,1,False,444.20000000000005,328,41.459999999999994,1.354268292682927,Low
76,408,4124185,no,yes,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,False,562.5,339,62.17,1.6592920353982301,Low
167,415,4094734,no,no,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3.0,4,True,522.3,317,50.9,1.6476340694006308,Low
129,415,3489828,no,no,0,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1,False,478.9,353,53.94,1.356657223796034,Low
116,408,4188850,no,no,0,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1,False,543.4,343,51.58,1.5842565597667637,Low
60,415,3308351,yes,no,0,183.0,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3.0,1,False,604.6,328,60.85,1.8432926829268292,Low
128,415,3477773,no,no,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,False,516.6999999999999,347,47.43999999999999,1.4890489913544667,Low
47,408,3926841,no,yes,28,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0,False,444.3,283,42.59,1.5699646643109542,Low
40,510,3542189,yes,no,0,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3,False,639.8999999999999,261,59.14,2.451724137931034,Low
